"payment_id","customer_id","subscription_id","invoice_id","payment_date","amount","currency","payment_method","payment_status","billing_period_start","billing_period_end","failure_reason"
226,13,13,"INV-2022-02-13-14","2024-04-29","299.00","EUR","SEPA Direct Debit","Paid","2024-04-24","2024-05-23",""
227,13,13,"INV-2022-03-13-15","2024-05-25","299.00","EUR","Card","Paid","2024-05-24","2024-06-22",""
228,13,13,"INV-2022-04-13-16","2024-06-27","299.00","EUR","SEPA Direct Debit","Paid","2024-06-23","2024-07-22",""
229,13,13,"INV-2022-05-13-17","2024-07-25","299.00","EUR","Bank Transfer","Paid","2024-07-23","2024-08-21",""
230,13,13,"INV-2022-06-13-18","2024-08-23","299.00","EUR","SEPA Direct Debit","Paid","2024-08-22","2024-09-20",""
231,13,13,"INV-2022-07-13-19","2024-09-22","299.00","EUR","Bank Transfer","Paid","2024-09-21","2024-10-20",""
232,13,13,"INV-2022-08-13-20","2024-10-26","299.00","EUR","PayPal","Paid","2024-10-21","2024-11-19",""
233,13,13,"INV-2022-09-13-21","2024-11-23","299.00","EUR","PayPal","Paid","2024-11-20","2024-12-19",""
234,13,13,"INV-2022-10-13-22","2024-12-25","299.00","EUR","SEPA Direct Debit","Failed","2024-12-20","2025-01-18","Invalid Account"
235,13,13,"INV-2022-11-13-23","2025-01-24","299.00","EUR","PayPal","Paid","2025-01-19","2025-02-17",""
236,13,13,"INV-2022-12-13-24","2025-02-18","299.00","EUR","SEPA Direct Debit","Paid","2025-02-18","2025-03-19",""
237,14,14,"INV-2021-01-14-1","2021-09-18","15999.96","EUR","SEPA Direct Debit","Paid","2021-09-16","2022-09-15",""
238,14,14,"INV-2021-02-14-2","2022-09-20","15999.96","EUR","PayPal","Paid","2022-09-16","2023-09-15",""
239,14,14,"INV-2021-03-14-3","2023-09-19","15999.96","EUR","SEPA Direct Debit","Paid","2023-09-16","2024-09-14",""
240,14,14,"INV-2021-04-14-4","2024-09-17","15999.96","EUR","Card","Paid","2024-09-15","2025-09-14",""
241,14,14,"INV-2021-05-14-5","2025-09-19","15999.96","EUR","PayPal","Paid","2025-09-15","2026-09-14",""
242,15,15,"INV-2021-01-15-1","2023-06-28","999.00","EUR","Card","Paid","2023-06-25","2023-07-24",""
243,15,15,"INV-2021-02-15-2","2023-07-28","999.00","EUR","Bank Transfer","Failed","2023-07-25","2023-08-23","Invalid Account"
244,15,15,"INV-2021-03-15-3","2023-08-26","999.00","EUR","Bank Transfer","Paid","2023-08-24","2023-09-22",""
245,15,15,"INV-2021-04-15-4","2023-09-23","999.00","EUR","SEPA Direct Debit","Paid","2023-09-23","2023-10-22",""
246,15,15,"INV-2021-05-15-5","2023-10-28","999.00","EUR","Bank Transfer","Paid","2023-10-23","2023-11-21",""
247,15,15,"INV-2021-06-15-6","2023-11-22","999.00","EUR","PayPal","Paid","2023-11-22","2023-12-21",""
248,15,15,"INV-2021-07-15-7","2023-12-25","999.00","EUR","Bank Transfer","Paid","2023-12-22","2024-01-20",""
249,15,15,"INV-2021-08-15-8","2024-01-23","999.00","EUR","SEPA Direct Debit","Paid","2024-01-21","2024-02-19",""
250,15,15,"INV-2021-09-15-9","2024-02-23","999.00","EUR","SEPA Direct Debit","Paid","2024-02-20","2024-03-20",""
251,15,15,"INV-2021-10-15-10","2024-03-26","999.00","EUR","SEPA Direct Debit","Paid","2024-03-21","2024-04-19",""
252,15,15,"INV-2021-11-15-11","2024-04-20","999.00","EUR","PayPal","Paid","2024-04-20","2024-05-19",""
253,15,15,"INV-2021-12-15-12","2024-05-22","999.00","EUR","Bank Transfer","Paid","2024-05-20","2024-06-18",""
254,15,15,"INV-2022-01-15-13","2024-06-21","999.00","EUR","Bank Transfer","Paid","2024-06-19","2024-07-18",""
255,15,15,"INV-2022-02-15-14","2024-07-21","999.00","EUR","PayPal","Paid","2024-07-19","2024-08-17",""
256,15,15,"INV-2022-03-15-15","2024-08-19","999.00","EUR","Card","Paid","2024-08-18","2024-09-16",""
257,15,15,"INV-2022-04-15-16","2024-09-19","999.00","EUR","SEPA Direct Debit","Paid","2024-09-17","2024-10-16",""
258,15,15,"INV-2022-05-15-17","2024-10-18","999.00","EUR","Card","Paid","2024-10-17","2024-11-15",""
259,15,15,"INV-2022-06-15-18","2024-11-21","999.00","EUR","SEPA Direct Debit","Paid","2024-11-16","2024-12-15",""
260,15,15,"INV-2022-07-15-19","2024-12-16","999.00","EUR","Bank Transfer","Paid","2024-12-16","2025-01-14",""
261,15,15,"INV-2022-08-15-20","2025-01-16","999.00","EUR","PayPal","Paid","2025-01-15","2025-02-13",""
262,15,15,"INV-2022-09-15-21","2025-02-15","999.00","EUR","Bank Transfer","Paid","2025-02-14","2025-03-15",""
263,15,15,"INV-2022-10-15-22","2025-03-17","999.00","EUR","Card","Paid","2025-03-16","2025-04-14",""
264,15,15,"INV-2022-11-15-23","2025-04-19","999.00","EUR","Card","Paid","2025-04-15","2025-05-14",""
265,15,15,"INV-2022-12-15-24","2025-05-20","999.00","EUR","Bank Transfer","Paid","2025-05-15","2025-06-13",""
266,16,16,"INV-2021-01-16-1","2021-09-07","299.00","EUR","Bank Transfer","Paid","2021-09-03","2021-10-02",""
267,16,16,"INV-2021-02-16-2","2021-10-04","299.00","EUR","Bank Transfer","Paid","2021-10-03","2021-11-01",""
268,16,16,"INV-2021-03-16-3","2021-11-07","299.00","EUR","PayPal","Paid","2021-11-02","2021-12-01",""
269,16,16,"INV-2021-04-16-4","2021-12-04","299.00","EUR","Bank Transfer","Paid","2021-12-02","2021-12-31",""
270,16,16,"INV-2021-05-16-5","2022-01-04","299.00","EUR","PayPal","Paid","2022-01-01","2022-01-30",""
271,16,16,"INV-2021-06-16-6","2022-02-01","299.00","EUR","SEPA Direct Debit","Paid","2022-01-31","2022-03-01",""
272,16,16,"INV-2021-07-16-7","2022-03-05","299.00","EUR","SEPA Direct Debit","Failed","2022-03-02","2022-03-31","Card Expired"
273,16,16,"INV-2021-08-16-8","2022-04-06","299.00","EUR","PayPal","Failed","2022-04-01","2022-04-30","Network Error"
274,16,16,"INV-2021-09-16-9","2022-05-03","299.00","EUR","PayPal","Paid","2022-05-01","2022-05-30",""
275,16,16,"INV-2021-10-16-10","2022-06-01","299.00","EUR","Bank Transfer","Paid","2022-05-31","2022-06-29",""
276,16,16,"INV-2021-11-16-11","2022-07-02","299.00","EUR","PayPal","Paid","2022-06-30","2022-07-29",""
277,16,16,"INV-2021-12-16-12","2022-08-01","299.00","EUR","Card","Paid","2022-07-30","2022-08-28",""
278,16,16,"INV-2022-01-16-13","2022-09-03","299.00","EUR","Card","Paid","2022-08-29","2022-09-27",""
279,16,16,"INV-2022-02-16-14","2022-09-30","299.00","EUR","Bank Transfer","Paid","2022-09-28","2022-10-27",""
280,16,16,"INV-2022-03-16-15","2022-10-30","299.00","EUR","Bank Transfer","Paid","2022-10-28","2022-11-26",""
281,16,16,"INV-2022-04-16-16","2022-11-30","299.00","EUR","Bank Transfer","Paid","2022-11-27","2022-12-26",""
282,16,16,"INV-2022-05-16-17","2022-12-30","299.00","EUR","PayPal","Failed","2022-12-27","2023-01-25","Insufficient Funds"
283,16,16,"INV-2022-06-16-18","2023-01-26","299.00","EUR","SEPA Direct Debit","Paid","2023-01-26","2023-02-24",""
284,16,16,"INV-2022-07-16-19","2023-02-26","299.00","EUR","Card","Paid","2023-02-25","2023-03-26",""
285,16,16,"INV-2022-08-16-20","2023-03-29","299.00","EUR","SEPA Direct Debit","Paid","2023-03-27","2023-04-25",""
286,16,16,"INV-2022-09-16-21","2023-04-26","299.00","EUR","SEPA Direct Debit","Paid","2023-04-26","2023-05-25",""
287,16,16,"INV-2022-10-16-22","2023-05-27","299.00","EUR","SEPA Direct Debit","Paid","2023-05-26","2023-06-24",""
288,16,16,"INV-2022-11-16-23","2023-06-28","299.00","EUR","Bank Transfer","Paid","2023-06-25","2023-07-24",""
289,16,16,"INV-2022-12-16-24","2023-07-30","299.00","EUR","Card","Paid","2023-07-25","2023-08-23",""
290,17,17,"INV-2021-01-17-1","2021-02-27","0.00","EUR","Bank Transfer","Paid","2021-02-27","2022-02-26",""
291,17,17,"INV-2021-02-17-2","2022-02-28","0.00","EUR","PayPal","Paid","2022-02-27","2023-02-26",""
292,17,17,"INV-2021-03-17-3","2023-02-27","0.00","EUR","Bank Transfer","Paid","2023-02-27","2024-02-26",""
293,17,17,"INV-2021-04-17-4","2024-02-29","0.00","EUR","Bank Transfer","Paid","2024-02-27","2025-02-25",""
294,17,17,"INV-2021-05-17-5","2025-03-01","0.00","EUR","PayPal","Paid","2025-02-26","2026-02-25",""
295,17,17,"INV-2021-06-17-6","2026-02-26","0.00","EUR","PayPal","Paid","2026-02-26","2027-02-25",""
296,18,18,"INV-2021-01-18-1","2022-09-10","2990.04","EUR","Bank Transfer","Paid","2022-09-06","2023-09-05",""
297,18,18,"INV-2021-02-18-2","2023-09-11","2990.04","EUR","PayPal","Paid","2023-09-06","2024-09-04",""
298,18,18,"INV-2021-03-18-3","2024-09-05","2990.04","EUR","Bank Transfer","Paid","2024-09-05","2025-09-04",""
299,18,18,"INV-2021-04-18-4","2025-09-09","2990.04","EUR","Card","Paid","2025-09-05","2026-09-04",""
300,19,19,"INV-2021-01-19-1","2022-05-27","1600.00","EUR","Card","Pending","2022-05-23","2022-06-21",""
301,19,19,"INV-2021-02-19-2","2022-06-26","1600.00","EUR","Card","Paid","2022-06-22","2022-07-21",""
302,19,19,"INV-2021-03-19-3","2022-07-25","1600.00","EUR","Card","Paid","2022-07-22","2022-08-20",""
303,19,19,"INV-2021-04-19-4","2022-08-26","1600.00","EUR","SEPA Direct Debit","Paid","2022-08-21","2022-09-19",""
304,19,19,"INV-2021-05-19-5","2022-09-22","1600.00","EUR","SEPA Direct Debit","Paid","2022-09-20","2022-10-19",""
305,19,19,"INV-2021-06-19-6","2022-10-20","1600.00","EUR","Card","Paid","2022-10-20","2022-11-18",""
306,19,19,"INV-2021-07-19-7","2022-11-23","1600.00","EUR","SEPA Direct Debit","Paid","2022-11-19","2022-12-18",""
307,19,19,"INV-2021-08-19-8","2022-12-20","1600.00","EUR","SEPA Direct Debit","Paid","2022-12-19","2023-01-17",""
308,19,19,"INV-2021-09-19-9","2023-01-23","1600.00","EUR","PayPal","Paid","2023-01-18","2023-02-16",""
309,19,19,"INV-2021-10-19-10","2023-02-22","1600.00","EUR","Bank Transfer","Paid","2023-02-17","2023-03-18",""
310,19,19,"INV-2021-11-19-11","2023-03-20","1600.00","EUR","PayPal","Paid","2023-03-19","2023-04-17",""
311,19,19,"INV-2021-12-19-12","2023-04-18","1600.00","EUR","Card","Paid","2023-04-18","2023-05-17",""
312,19,19,"INV-2022-01-19-13","2023-05-19","1600.00","EUR","SEPA Direct Debit","Failed","2023-05-18","2023-06-16","Bank Rejected"
313,19,19,"INV-2022-02-19-14","2023-06-21","1600.00","EUR","PayPal","Paid","2023-06-17","2023-07-16",""
314,19,19,"INV-2022-03-19-15","2023-07-19","1600.00","EUR","Bank Transfer","Paid","2023-07-17","2023-08-15",""
315,19,19,"INV-2022-04-19-16","2023-08-18","1600.00","EUR","Card","Paid","2023-08-16","2023-09-14",""
316,19,19,"INV-2022-05-19-17","2023-09-20","1600.00","EUR","Card","Paid","2023-09-15","2023-10-14",""
317,19,19,"INV-2022-06-19-18","2023-10-17","1600.00","EUR","PayPal","Paid","2023-10-15","2023-11-13",""
318,19,19,"INV-2022-07-19-19","2023-11-19","1600.00","EUR","PayPal","Paid","2023-11-14","2023-12-13",""
319,19,19,"INV-2022-08-19-20","2023-12-16","1600.00","EUR","PayPal","Pending","2023-12-14","2024-01-12",""
320,19,19,"INV-2022-09-19-21","2024-01-18","1600.00","EUR","SEPA Direct Debit","Paid","2024-01-13","2024-02-11",""
321,19,19,"INV-2022-10-19-22","2024-02-12","1600.00","EUR","Card","Paid","2024-02-12","2024-03-12",""
322,19,19,"INV-2022-11-19-23","2024-03-16","1600.00","EUR","Bank Transfer","Paid","2024-03-13","2024-04-11",""
323,19,19,"INV-2022-12-19-24","2024-04-16","1600.00","EUR","Card","Paid","2024-04-12","2024-05-11",""
324,20,20,"INV-2021-01-20-1","2021-08-10","99.00","EUR","SEPA Direct Debit","Paid","2021-08-10","2021-09-08",""
325,20,20,"INV-2021-02-20-2","2021-09-11","99.00","EUR","PayPal","Paid","2021-09-09","2021-10-08",""
326,20,20,"INV-2021-03-20-3","2021-10-10","99.00","EUR","SEPA Direct Debit","Paid","2021-10-09","2021-11-07",""
327,20,20,"INV-2021-04-20-4","2021-11-11","99.00","EUR","SEPA Direct Debit","Paid","2021-11-08","2021-12-07",""
328,20,20,"INV-2021-05-20-5","2021-12-12","99.00","EUR","SEPA Direct Debit","Refunded","2021-12-08","2022-01-06","Customer Requested Refund"
329,20,20,"INV-2021-06-20-6","2022-01-12","99.00","EUR","Card","Refunded","2022-01-07","2022-02-05","Customer Requested Refund"
330,20,20,"INV-2021-07-20-7","2022-02-06","99.00","EUR","PayPal","Paid","2022-02-06","2022-03-07",""
331,20,20,"INV-2021-08-20-8","2022-03-10","99.00","EUR","Bank Transfer","Paid","2022-03-08","2022-04-06",""
332,20,20,"INV-2021-09-20-9","2022-04-07","99.00","EUR","PayPal","Paid","2022-04-07","2022-05-06",""
333,20,20,"INV-2021-10-20-10","2022-05-07","99.00","EUR","Bank Transfer","Paid","2022-05-07","2022-06-05",""
334,20,20,"INV-2021-11-20-11","2022-06-11","99.00","EUR","PayPal","Paid","2022-06-06","2022-07-05",""
335,20,20,"INV-2021-12-20-12","2022-07-10","99.00","EUR","Bank Transfer","Paid","2022-07-06","2022-08-04",""
336,20,20,"INV-2022-01-20-13","2022-08-10","99.00","EUR","SEPA Direct Debit","Paid","2022-08-05","2022-09-03",""
337,20,20,"INV-2022-02-20-14","2022-09-06","99.00","EUR","Card","Paid","2022-09-04","2022-10-03",""
338,20,20,"INV-2022-03-20-15","2022-10-08","99.00","EUR","SEPA Direct Debit","Paid","2022-10-04","2022-11-02",""
339,20,20,"INV-2022-04-20-16","2022-11-06","99.00","EUR","SEPA Direct Debit","Paid","2022-11-03","2022-12-02",""
340,20,20,"INV-2022-05-20-17","2022-12-04","99.00","EUR","Card","Pending","2022-12-03","2023-01-01",""
341,20,20,"INV-2022-06-20-18","2023-01-07","99.00","EUR","PayPal","Paid","2023-01-02","2023-01-31",""
342,20,20,"INV-2022-07-20-19","2023-02-05","99.00","EUR","SEPA Direct Debit","Paid","2023-02-01","2023-03-02",""
343,20,20,"INV-2022-08-20-20","2023-03-08","99.00","EUR","SEPA Direct Debit","Paid","2023-03-03","2023-04-01",""
344,20,20,"INV-2022-09-20-21","2023-04-07","99.00","EUR","Bank Transfer","Failed","2023-04-02","2023-05-01","Network Error"
345,20,20,"INV-2022-10-20-22","2023-05-02","99.00","EUR","Card","Paid","2023-05-02","2023-05-31",""
346,20,20,"INV-2022-11-20-23","2023-06-04","99.00","EUR","PayPal","Paid","2023-06-01","2023-06-30",""
347,20,20,"INV-2022-12-20-24","2023-07-01","99.00","EUR","SEPA Direct Debit","Paid","2023-07-01","2023-07-30",""
348,21,21,"INV-2021-01-21-1","2023-06-13","269.10","EUR","Card","Paid","2023-06-08","2023-07-07",""
349,21,21,"INV-2021-02-21-2","2023-07-12","269.10","EUR","SEPA Direct Debit","Paid","2023-07-08","2023-08-06",""
350,21,21,"INV-2021-03-21-3","2023-08-08","269.10","EUR","Bank Transfer","Paid","2023-08-07","2023-09-05",""
351,21,21,"INV-2021-04-21-4","2023-09-08","269.10","EUR","Card","Paid","2023-09-06","2023-10-05",""
352,21,21,"INV-2021-05-21-5","2023-10-07","269.10","EUR","Bank Transfer","Paid","2023-10-06","2023-11-04",""
353,21,21,"INV-2021-06-21-6","2023-11-08","269.10","EUR","SEPA Direct Debit","Paid","2023-11-05","2023-12-04",""
354,21,21,"INV-2021-07-21-7","2023-12-08","269.10","EUR","Bank Transfer","Paid","2023-12-05","2024-01-03",""
355,21,21,"INV-2021-08-21-8","2024-01-08","269.10","EUR","SEPA Direct Debit","Failed","2024-01-04","2024-02-02","Insufficient Funds"
356,21,21,"INV-2021-09-21-9","2024-02-06","269.10","EUR","PayPal","Refunded","2024-02-03","2024-03-03","Customer Requested Refund"
357,21,21,"INV-2021-10-21-10","2024-03-08","269.10","EUR","PayPal","Paid","2024-03-04","2024-04-02",""
358,21,21,"INV-2021-11-21-11","2024-04-07","269.10","EUR","SEPA Direct Debit","Paid","2024-04-03","2024-05-02",""
359,21,21,"INV-2021-12-21-12","2024-05-08","269.10","EUR","PayPal","Paid","2024-05-03","2024-06-01",""
360,21,21,"INV-2022-01-21-13","2024-06-07","269.10","EUR","Bank Transfer","Paid","2024-06-02","2024-07-01",""
361,21,21,"INV-2022-02-21-14","2024-07-06","269.10","EUR","Bank Transfer","Paid","2024-07-02","2024-07-31",""
362,21,21,"INV-2022-03-21-15","2024-08-02","269.10","EUR","Card","Paid","2024-08-01","2024-08-30",""
363,21,21,"INV-2022-04-21-16","2024-08-31","269.10","EUR","SEPA Direct Debit","Paid","2024-08-31","2024-09-29",""
364,21,21,"INV-2022-05-21-17","2024-10-01","269.10","EUR","Bank Transfer","Paid","2024-09-30","2024-10-29",""
365,21,21,"INV-2022-06-21-18","2024-11-01","269.10","EUR","SEPA Direct Debit","Failed","2024-10-30","2024-11-28","Invalid Account"
366,21,21,"INV-2022-07-21-19","2024-11-29","269.10","EUR","SEPA Direct Debit","Paid","2024-11-29","2024-12-28",""
367,21,21,"INV-2022-08-21-20","2024-12-30","269.10","EUR","Card","Paid","2024-12-29","2025-01-27",""
368,21,21,"INV-2022-09-21-21","2025-02-01","269.10","EUR","Bank Transfer","Paid","2025-01-28","2025-02-26",""
369,21,21,"INV-2022-10-21-22","2025-02-28","269.10","EUR","SEPA Direct Debit","Paid","2025-02-27","2025-03-28",""
370,21,21,"INV-2022-11-21-23","2025-04-02","269.10","EUR","Card","Paid","2025-03-29","2025-04-27",""
371,21,21,"INV-2022-12-21-24","2025-04-28","269.10","EUR","SEPA Direct Debit","Paid","2025-04-28","2025-05-27",""
372,22,22,"INV-2021-01-22-1","2023-06-18","0.00","EUR","PayPal","Paid","2023-06-13","2024-06-11",""
373,22,22,"INV-2021-02-22-2","2024-06-16","0.00","EUR","PayPal","Paid","2024-06-12","2025-06-11",""
374,22,22,"INV-2021-03-22-3","2025-06-17","0.00","EUR","SEPA Direct Debit","Paid","2025-06-12","2026-06-11",""
375,22,22,"INV-2021-04-22-4","2026-06-15","0.00","EUR","PayPal","Paid","2026-06-12","2027-06-11",""
376,23,23,"INV-2021-01-23-1","2022-12-17","599.00","EUR","Card","Paid","2022-12-15","2023-01-13",""
377,23,23,"INV-2021-02-23-2","2023-01-15","599.00","EUR","PayPal","Paid","2023-01-14","2023-02-12",""
378,23,23,"INV-2021-03-23-3","2023-02-16","599.00","EUR","Bank Transfer","Paid","2023-02-13","2023-03-14",""
379,23,23,"INV-2021-04-23-4","2023-03-17","599.00","EUR","SEPA Direct Debit","Paid","2023-03-15","2023-04-13",""
380,23,23,"INV-2021-05-23-5","2023-04-19","599.00","EUR","SEPA Direct Debit","Refunded","2023-04-14","2023-05-13","Customer Requested Refund"
381,23,23,"INV-2021-06-23-6","2023-05-17","599.00","EUR","SEPA Direct Debit","Paid","2023-05-14","2023-06-12",""
382,23,23,"INV-2021-07-23-7","2023-06-17","599.00","EUR","SEPA Direct Debit","Paid","2023-06-13","2023-07-12",""
383,23,23,"INV-2021-08-23-8","2023-07-14","599.00","EUR","SEPA Direct Debit","Paid","2023-07-13","2023-08-11",""
384,23,23,"INV-2021-09-23-9","2023-08-15","599.00","EUR","Card","Paid","2023-08-12","2023-09-10",""
385,23,23,"INV-2021-10-23-10","2023-09-11","599.00","EUR","PayPal","Paid","2023-09-11","2023-10-10",""
386,23,23,"INV-2021-11-23-11","2023-10-15","599.00","EUR","Bank Transfer","Paid","2023-10-11","2023-11-09",""
387,23,23,"INV-2021-12-23-12","2023-11-12","599.00","EUR","Bank Transfer","Failed","2023-11-10","2023-12-09","Bank Rejected"
388,23,23,"INV-2022-01-23-13","2023-12-11","599.00","EUR","PayPal","Paid","2023-12-10","2024-01-08",""
389,23,23,"INV-2022-02-23-14","2024-01-12","599.00","EUR","PayPal","Paid","2024-01-09","2024-02-07",""
390,23,23,"INV-2022-03-23-15","2024-02-08","599.00","EUR","PayPal","Paid","2024-02-08","2024-03-08",""
391,23,23,"INV-2022-04-23-16","2024-03-13","599.00","EUR","Bank Transfer","Paid","2024-03-09","2024-04-07",""
392,23,23,"INV-2022-05-23-17","2024-04-09","599.00","EUR","Card","Paid","2024-04-08","2024-05-07",""
393,23,23,"INV-2022-06-23-18","2024-05-08","599.00","EUR","PayPal","Paid","2024-05-08","2024-06-06",""
394,23,23,"INV-2022-07-23-19","2024-06-09","599.00","EUR","Card","Paid","2024-06-07","2024-07-06",""
395,23,23,"INV-2022-08-23-20","2024-07-10","599.00","EUR","SEPA Direct Debit","Paid","2024-07-07","2024-08-05",""
396,23,23,"INV-2022-09-23-21","2024-08-11","599.00","EUR","PayPal","Paid","2024-08-06","2024-09-04",""
397,23,23,"INV-2022-10-23-22","2024-09-07","599.00","EUR","Card","Paid","2024-09-05","2024-10-04",""
398,23,23,"INV-2022-11-23-23","2024-10-09","599.00","EUR","SEPA Direct Debit","Paid","2024-10-05","2024-11-03",""
399,23,23,"INV-2022-12-23-24","2024-11-08","599.00","EUR","PayPal","Paid","2024-11-04","2024-12-03",""
400,24,24,"INV-2021-01-24-1","2022-05-28","1600.00","EUR","SEPA Direct Debit","Paid","2022-05-24","2022-06-22",""
401,24,24,"INV-2021-02-24-2","2022-06-27","1600.00","EUR","Card","Paid","2022-06-23","2022-07-22",""
402,24,24,"INV-2021-03-24-3","2022-07-24","1600.00","EUR","PayPal","Pending","2022-07-23","2022-08-21",""
403,24,24,"INV-2021-04-24-4","2022-08-24","1600.00","EUR","SEPA Direct Debit","Paid","2022-08-22","2022-09-20",""
404,24,24,"INV-2021-05-24-5","2022-09-25","1600.00","EUR","Bank Transfer","Failed","2022-09-21","2022-10-20","Card Expired"
405,24,24,"INV-2021-06-24-6","2022-10-25","1600.00","EUR","Card","Paid","2022-10-21","2022-11-19",""
406,24,24,"INV-2021-07-24-7","2022-11-20","1600.00","EUR","SEPA Direct Debit","Paid","2022-11-20","2022-12-19",""
407,24,24,"INV-2021-08-24-8","2022-12-23","1600.00","EUR","Bank Transfer","Paid","2022-12-20","2023-01-18",""
408,24,24,"INV-2021-09-24-9","2023-01-23","1600.00","EUR","SEPA Direct Debit","Failed","2023-01-19","2023-02-17","Card Expired"
409,24,24,"INV-2021-10-24-10","2023-02-22","1600.00","EUR","PayPal","Paid","2023-02-18","2023-03-19",""
410,24,24,"INV-2021-11-24-11","2023-03-24","1600.00","EUR","SEPA Direct Debit","Paid","2023-03-20","2023-04-18",""
411,24,24,"INV-2021-12-24-12","2023-04-23","1600.00","EUR","PayPal","Paid","2023-04-19","2023-05-18",""
412,24,24,"INV-2022-01-24-13","2023-05-24","1600.00","EUR","PayPal","Paid","2023-05-19","2023-06-17",""
413,24,24,"INV-2022-02-24-14","2023-06-18","1600.00","EUR","Card","Paid","2023-06-18","2023-07-17",""
414,24,24,"INV-2022-03-24-15","2023-07-21","1600.00","EUR","Card","Paid","2023-07-18","2023-08-16",""
415,24,24,"INV-2022-04-24-16","2023-08-21","1600.00","EUR","Bank Transfer","Paid","2023-08-17","2023-09-15",""
416,24,24,"INV-2022-05-24-17","2023-09-21","1600.00","EUR","PayPal","Paid","2023-09-16","2023-10-15",""
417,24,24,"INV-2022-06-24-18","2023-10-17","1600.00","EUR","PayPal","Paid","2023-10-16","2023-11-14",""
418,24,24,"INV-2022-07-24-19","2023-11-16","1600.00","EUR","Bank Transfer","Paid","2023-11-15","2023-12-14",""
419,24,24,"INV-2022-08-24-20","2023-12-15","1600.00","EUR","Card","Paid","2023-12-15","2024-01-13",""
420,24,24,"INV-2022-09-24-21","2024-01-15","1600.00","EUR","SEPA Direct Debit","Paid","2024-01-14","2024-02-12",""
421,24,24,"INV-2022-10-24-22","2024-02-16","1600.00","EUR","Bank Transfer","Paid","2024-02-13","2024-03-13",""
422,24,24,"INV-2022-11-24-23","2024-03-17","1600.00","EUR","PayPal","Paid","2024-03-14","2024-04-12",""
423,24,24,"INV-2022-12-24-24","2024-04-18","1600.00","EUR","Bank Transfer","Paid","2024-04-13","2024-05-12",""
424,25,25,"INV-2021-01-25-1","2022-08-17","9990.00","EUR","SEPA Direct Debit","Paid","2022-08-13","2023-08-12",""
425,25,25,"INV-2021-02-25-2","2023-08-18","9990.00","EUR","PayPal","Paid","2023-08-13","2024-08-11",""
426,25,25,"INV-2021-03-25-3","2024-08-14","9990.00","EUR","PayPal","Pending","2024-08-12","2025-08-11",""
427,25,25,"INV-2021-04-25-4","2025-08-16","9990.00","EUR","SEPA Direct Debit","Paid","2025-08-12","2026-08-11",""
428,25,25,"INV-2021-05-25-5","2026-08-17","9990.00","EUR","SEPA Direct Debit","Paid","2026-08-12","2027-08-11",""
429,26,26,"INV-2021-01-26-1","2021-08-05","284.05","EUR","Bank Transfer","Paid","2021-08-01","2021-08-30",""
430,26,26,"INV-2021-02-26-2","2021-09-02","284.05","EUR","Bank Transfer","Paid","2021-08-31","2021-09-29",""
431,26,26,"INV-2021-03-26-3","2021-10-02","284.05","EUR","Bank Transfer","Paid","2021-09-30","2021-10-29",""
432,26,26,"INV-2021-04-26-4","2021-11-04","284.05","EUR","SEPA Direct Debit","Paid","2021-10-30","2021-11-28",""
433,26,26,"INV-2021-05-26-5","2021-12-02","284.05","EUR","SEPA Direct Debit","Paid","2021-11-29","2021-12-28",""
434,26,26,"INV-2021-06-26-6","2021-12-31","284.05","EUR","PayPal","Paid","2021-12-29","2022-01-27",""
435,26,26,"INV-2021-07-26-7","2022-01-31","284.05","EUR","Bank Transfer","Paid","2022-01-28","2022-02-26",""
436,26,26,"INV-2021-08-26-8","2022-03-01","284.05","EUR","Card","Paid","2022-02-27","2022-03-28",""
437,26,26,"INV-2021-09-26-9","2022-03-31","284.05","EUR","SEPA Direct Debit","Refunded","2022-03-29","2022-04-27","Customer Requested Refund"
438,27,27,"INV-2021-01-27-1","2021-04-09","599.00","EUR","Bank Transfer","Paid","2021-04-04","2021-05-03",""
439,27,27,"INV-2021-02-27-2","2021-05-08","599.00","EUR","SEPA Direct Debit","Paid","2021-05-04","2021-06-02",""
440,27,27,"INV-2021-03-27-3","2021-06-04","599.00","EUR","Bank Transfer","Paid","2021-06-03","2021-07-02",""
441,27,27,"INV-2021-04-27-4","2021-07-04","599.00","EUR","Bank Transfer","Paid","2021-07-03","2021-08-01",""
442,27,27,"INV-2021-05-27-5","2021-08-07","599.00","EUR","Card","Paid","2021-08-02","2021-08-31",""
443,27,27,"INV-2021-06-27-6","2021-09-04","599.00","EUR","PayPal","Paid","2021-09-01","2021-09-30",""
444,27,27,"INV-2021-07-27-7","2021-10-01","599.00","EUR","Bank Transfer","Paid","2021-10-01","2021-10-30",""
445,27,27,"INV-2021-08-27-8","2021-10-31","599.00","EUR","Bank Transfer","Pending","2021-10-31","2021-11-29",""
446,27,27,"INV-2021-09-27-9","2021-12-03","599.00","EUR","PayPal","Paid","2021-11-30","2021-12-29",""
447,27,27,"INV-2021-10-27-10","2022-01-02","599.00","EUR","SEPA Direct Debit","Paid","2021-12-30","2022-01-28",""
448,27,27,"INV-2021-11-27-11","2022-01-31","599.00","EUR","Card","Paid","2022-01-29","2022-02-27",""
449,27,27,"INV-2021-12-27-12","2022-02-28","599.00","EUR","Bank Transfer","Paid","2022-02-28","2022-03-29",""
